split,sample_id,label,length,sequence_hash_sha256,source_dataset,source_row_id,cluster_id,component_id
train,AMP_00001525,AMP,117,b9e410f80c42dc9dca60f71a16db7dcc558c404fae1d5e962dc109f2912f0563,REPAIRED_20260207_201042.csv,1525,cdhit_4332,1524
train,AMP_00001526,AMP,117,1f7c8f4fdafa948edbeb7b78b9a402793ed63352305fc9ee3a01dc82eb6e8571,REPAIRED_20260207_201042.csv,1526,cdhit_4333,1525
train,AMP_00001527,AMP,100,e4cc25dee41bd53ad50598152af445ced18025cd9aa4b7d93767c693a224a2eb,REPAIRED_20260207_201042.csv,1527,cdhit_4958,1526
train,AMP_00001528,AMP,189,2f6d5864935dfad93379a66c1d2aaa8e9367613e036c1bbe9585bc1067703920,REPAIRED_20260207_201042.csv,1528,cdhit_616,1527
train,AMP_00001529,AMP,162,a68b82132248d8655ec15ece79a276927ae69f515eb3e9269e711332468665b5,REPAIRED_20260207_201042.csv,1529,cdhit_2300,1528
train,AMP_00001530,AMP,67,6f53a3e3c82ecd294f4804dbdddbacd36aec855495b7e8039e15274097cf50f4,REPAIRED_20260207_201042.csv,1530,cdhit_6378,1529
train,AMP_00001531,AMP,26,2e1c967c453a3d503320790f12616bd047b87f1946f3b48a3c7a3a744d8e8628,REPAIRED_20260207_201042.csv,1531,cdhit_7841,1530
train,AMP_00001532,AMP,23,a437d9fc66dc011325cb9c52a17bf34138bf4b6923dbefe666e3aa58f6e07804,REPAIRED_20260207_201042.csv,1532,cdhit_7925,1531
train,AMP_00001533,AMP,69,717803dbc6278d98db4a4c5e30003cac2fe3d860214b3de3da4552d8490a4d12,REPAIRED_20260207_201042.csv,1533,cdhit_6300,1532
train,AMP_00001534,AMP,26,5786bba5ac1879ab61176cb0ad6ab5f823feabcd1adf4f513c1104946173810c,REPAIRED_20260207_201042.csv,1534,cdhit_7842,1533
train,AMP_00001535,AMP,151,52e593b6c24b4dde67a8da7bb23821a0675b113ab65874011a4b5d80af5bd8d4,REPAIRED_20260207_201042.csv,1535,cdhit_2850,1534
train,AMP_00001536,AMP,191,4088d11efb83f2edf390479d185415e6160d489fd22c62febd4bd051316a7d8d,REPAIRED_20260207_201042.csv,1536,cdhit_486,1535
train,AMP_00001537,AMP,90,4859a43bbd311d3e734ad2ca13038ba45d2c6863fd815049a1ef0b45df15c41c,REPAIRED_20260207_201042.csv,1537,cdhit_5439,1536
train,AMP_00001538,AMP,20,7107c9ae0a89cdf46a79cc941f37e9d5a88b2833ddba11d403b342257ca6b0eb,REPAIRED_20260207_201042.csv,1538,cdhit_7987,1537
train,AMP_00001539,AMP,21,1c18e7d8541035fb6746988389bae51d2f19c29f7c157ce5c4c63e34827c19aa,REPAIRED_20260207_201042.csv,1539,cdhit_7975,1538
train,AMP_00001540,AMP,21,b31d3a226aac8facac94be915cbec618919a74f220a79e32371f2f05f71427d8,REPAIRED_20260207_201042.csv,1540,cdhit_7976,1539
train,AMP_00001541,AMP,20,7ade60d76f10bc3fc1ede9349c7b8b2f032f04060e534a141b37f4f912c6bf00,REPAIRED_20260207_201042.csv,1541,cdhit_7988,1540
train,AMP_00001542,AMP,99,6e3d63eb4e591e78ffb3ea40f5764395016f44cfa48c5a1ed7856c247814874d,REPAIRED_20260207_201042.csv,1542,cdhit_4998,1541
train,AMP_00001543,AMP,146,ff50bf9ddaec84d4632ec3b9828f9b0f5339ab74c0d3b9e7a94cf304e44196e9,REPAIRED_20260207_201042.csv,1543,cdhit_3090,1542
train,AMP_00001544,AMP,159,4bd021a0da5c0036e4e9a4f99d2afecb58f3fc80e55c2e1d362b8514d3adbc07,REPAIRED_20260207_201042.csv,1544,cdhit_2475,1543
train,AMP_00001545,AMP,45,55f0a81b2321751b6077fd5923669e503d3184b244d84ab3037a220ce3558ed0,REPAIRED_20260207_201042.csv,1545,cdhit_7152,1544
train,AMP_00001546,AMP,89,05502f1860d72f55a711d3f7e1b8c061b516b0b11818a660acf0a96a313ce587,REPAIRED_20260207_201042.csv,1546,cdhit_5496,1545
train,AMP_00001548,AMP,133,cd19bfa1573e32085c5a4714c4b492a843d71935f57e6cd6840d1e7d97b323da,REPAIRED_20260207_201042.csv,1548,cdhit_3691,1547
train,AMP_00001549,AMP,114,9e604ae40f999b7fcd43cfa9fc3b38305bea51fa0cd4fc41704453734bfaa4e2,REPAIRED_20260207_201042.csv,1549,cdhit_4439,1548
train,AMP_00001550,AMP,61,531bb070dbb1ab264fefe1531bc47974ec417d909bc0984584150b0d234b69ae,REPAIRED_20260207_201042.csv,1550,cdhit_6622,1549
train,AMP_00001551,AMP,157,2b083d0a8246551a8eef519547edcdf71978ef6a226a9b4af72877c026dbe9d9,REPAIRED_20260207_201042.csv,1551,cdhit_2575,1550
train,AMP_00001552,AMP,188,dfeada23f39ff648e369445dd2caca10955a04d2c22f9c1d1a8f915aeb251f4d,REPAIRED_20260207_201042.csv,1552,cdhit_681,1551
train,AMP_00001553,AMP,55,8ea3c0cba6d874e2319acc5fa4cadc75ded00965f7fe39a5a6db58ecbdbf59b8,REPAIRED_20260207_201042.csv,1553,cdhit_6855,1552
train,AMP_00001554,AMP,98,1784014b7902def137d87cc8eccb166b0f6610f075bdd9063bd11a9593dced8c,REPAIRED_20260207_201042.csv,1554,cdhit_5037,1553
train,AMP_00001555,AMP,155,8c417ba49bfcfe850e82c48646070f701f707483bbb8aa2126ce7d7a382785f6,REPAIRED_20260207_201042.csv,1555,cdhit_2662,1554
train,AMP_00001556,AMP,120,747a774bb1d896f8c27235230e42d98b0014d7f9b3c97d9186aed5b7351ecb07,REPAIRED_20260207_201042.csv,1556,cdhit_4211,1555
train,AMP_00001557,AMP,155,3cc6690540cec652dc51ac644ee966e126e96a204ec6b09be2674e13db8d180f,REPAIRED_20260207_201042.csv,1557,cdhit_2663,1556
train,AMP_00001558,AMP,32,b13b78c41a8c77ad2c82194f6af192428c189314c60c0448a1d14e6f49b125d1,REPAIRED_20260207_201042.csv,1558,cdhit_7586,1557
train,AMP_00001559,AMP,80,a197531120709574857c3895f78b7e316445a852a7a1bfc4e9ab29f6d3bd5886,REPAIRED_20260207_201042.csv,1559,cdhit_5899,1558
train,AMP_00001560,AMP,77,c28924576d15f0078d2406b07d5488b5ab652bce3d3cf847d8957b6ed9381197,REPAIRED_20260207_201042.csv,1560,cdhit_6006,1559
train,AMP_00001561,AMP,89,5fd3d528cd097bd081167a8fde5bc905bfc0efb6232fd651e69c101914c50691,REPAIRED_20260207_201042.csv,1561,cdhit_5497,1560
train,AMP_00001562,AMP,49,e587e0a1a0955a9a2bed041e7fa61cd01020c1ae899d3791eae6d744a6a02521,REPAIRED_20260207_201042.csv,1562,cdhit_7017,1561
train,AMP_00001563,AMP,34,2c94bab02745aef4f1e3cf63256d6cde7bd6d92f6489724b859db2ba0ed1464e,REPAIRED_20260207_201042.csv,1563,cdhit_7525,1562
train,AMP_00001564,AMP,104,fba368ff3cd673f75a52d376d777e8a7c62f26b4fcf823063fc48ea36dc39d33,REPAIRED_20260207_201042.csv,1564,cdhit_4784,1563
train,AMP_00001565,AMP,177,e1c369b5a9296eae0d24841f564c43dcf3d4e5c573a2348247d71cc99ec4145a,REPAIRED_20260207_201042.csv,1565,cdhit_1362,1564
train,AMP_00001566,AMP,62,7a1bc60ce411553207aded986d4e004abcda54848eafa68039bb67def835039b,REPAIRED_20260207_201042.csv,1566,cdhit_6592,1565
train,AMP_00001567,AMP,200,f1749fb1930f24ef045ae1cbd5bc610942dcfd0bb975d2cb662e11415c500ff8,REPAIRED_20260207_201042.csv,1567,cdhit_8,1566
train,AMP_00001568,AMP,65,6662c0f5d1be05522a6fb684d88cc305c5d425ba93f7a48049aeaf1097e39aef,REPAIRED_20260207_201042.csv,1568,cdhit_6461,1567
train,AMP_00001569,AMP,64,bc8c3f15f6edf01638e18b7d7bc766948a385678bc0a10a959566e029e13807e,REPAIRED_20260207_201042.csv,1569,cdhit_6506,1568
train,AMP_00001570,AMP,40,3271b107304ba54e89abebfacc3a2dda8e88d66acc83fc64ad17a42e281bdd90,REPAIRED_20260207_201042.csv,1570,cdhit_7369,1569
train,AMP_00001571,AMP,70,72ebf03983bc0a2e51dbae1cdcff0e0c716479896fca05511edfa1af1dbdf2a7,REPAIRED_20260207_201042.csv,1571,cdhit_6257,1570
train,AMP_00001572,AMP,42,85ecdb0e209f503f4de90b48690473695e5aa4adcacd4544b49039f18059e1be,REPAIRED_20260207_201042.csv,1572,cdhit_7285,1571
train,AMP_00001573,AMP,40,2382b7df8116227e131829033769307c6241a3151b0a647d174f94920aa455a4,REPAIRED_20260207_201042.csv,1573,cdhit_7370,1572
train,AMP_00001574,AMP,144,5386f0941b9731a1fc4032cc6e006d817ae38d79a9b5d5b36c8491d097f69234,REPAIRED_20260207_201042.csv,1574,cdhit_3187,1573
train,AMP_00001575,AMP,83,f90c978291f5237381feae89cd6b341fe135abb6b3f1487ec3d2e222711a21c2,REPAIRED_20260207_201042.csv,1575,cdhit_5779,1574
train,AMP_00001576,AMP,34,dd9c3466049cc692de683fef4feebfe41e7dd67043687f0399a082ea9dc4c7e1,REPAIRED_20260207_201042.csv,1576,cdhit_7526,1575
train,AMP_00001577,AMP,61,b9d61d5b1c09f340bf808bc0f856df224d6a855b5f3714d5dc8a603c22717eb5,REPAIRED_20260207_201042.csv,1577,cdhit_6623,1576
train,AMP_00001578,AMP,36,8741a246e40b8af8172d5270a5c90aa243beae234e5e9c9388b16ad3bdb4d899,REPAIRED_20260207_201042.csv,1578,cdhit_7479,1577
train,AMP_00001579,AMP,68,908ae60b815bb558b94cc94f923324b6d185c56e2a319018781b738048f6a494,REPAIRED_20260207_201042.csv,1579,cdhit_6342,1578
train,AMP_00001580,AMP,72,a45ca528088db8423e9db5046e55d3175fc17b3a757dd840f38f7eca52a792cb,REPAIRED_20260207_201042.csv,1580,cdhit_6189,1579
train,AMP_00001581,AMP,65,eeeb0a9e035fd00855c3f5e50ead79cc23e2aace7ef659547f2c1acbd112dea2,REPAIRED_20260207_201042.csv,1581,cdhit_6462,1580
train,AMP_00001582,AMP,122,1dafb76995e69dd2f79dc2d787459cb47c5dcdb5cbd2c86d5c27864c3d0e3698,REPAIRED_20260207_201042.csv,1582,cdhit_4124,1581
train,AMP_00001583,AMP,77,589e2a068aa098a94787767a4965ca295475dfea4b9b6c41fc5a5f0031639738,REPAIRED_20260207_201042.csv,1583,cdhit_6007,1582
train,AMP_00001584,AMP,180,85ea968dda7c9d4c6a3b7b9a77ec40c12554e73d7ae4dbf6575ec5bb9e53314e,REPAIRED_20260207_201042.csv,1584,cdhit_1170,1583
train,AMP_00001585,AMP,163,4e551cdde18f7ffaf41e8d3771d2c872b70350f4d0fdedbb27a3aa61795758ff,REPAIRED_20260207_201042.csv,1585,cdhit_2243,1584
train,AMP_00001586,AMP,97,e79dd0507ef00ea16ae489e5d54ae87309804d3f10a62eb67da0c6cc6cae2133,REPAIRED_20260207_201042.csv,1586,cdhit_5082,1585
train,AMP_00001587,AMP,71,744fc35001a9ece1745cd2881ef5e82fce34fc6f87ad9d2f6e75795014eb1212,REPAIRED_20260207_201042.csv,1587,cdhit_6227,1586
train,AMP_00001588,AMP,192,7f65b30a41d5c33c72c5141b944e3fc9c8a85b3d8b67771d4c3214b8cdadcd71,REPAIRED_20260207_201042.csv,1588,cdhit_437,1587
train,AMP_00001589,AMP,130,77c270fcb7dbe75e561c0d4feae7aba8cb71f3cf3fb86ef90883bdfff047df5a,REPAIRED_20260207_201042.csv,1589,cdhit_3806,1588
train,AMP_00001590,AMP,89,da717aa151a008071d7a055bb2e6539f105772b6bb1b9f710a53e409294ae714,REPAIRED_20260207_201042.csv,1590,cdhit_5498,1589
train,AMP_00001591,AMP,105,f2f3590a6e88bfa6a92e6089cc559a27e0de80755ec64cfa634bd2a85c9e8345,REPAIRED_20260207_201042.csv,1591,cdhit_4739,1590
train,AMP_00001592,AMP,94,fe80004b840a703ffb9421e089b47c76cb0a74ff1081ee302010ee4307664759,REPAIRED_20260207_201042.csv,1592,cdhit_5219,1591
train,AMP_00001593,AMP,155,642390840dc3aac33bd6059a5c61a9e49f43ab7aa454e3f65f51466452bb82d5,REPAIRED_20260207_201042.csv,1593,cdhit_2664,1592
train,AMP_00001594,AMP,37,3cc04fa9c7dada85a53ad17f20b66a5dc858f3039cf7b512506400a2741fba62,REPAIRED_20260207_201042.csv,1594,cdhit_7460,1593
train,AMP_00001595,AMP,30,5ffc516297c446aceabb76de87fd3733619569559ef2594cad757d6dfe39de58,REPAIRED_20260207_201042.csv,1595,cdhit_7662,1594
train,AMP_00001596,AMP,181,7432178e6ddfeeb83e63c8ce49464afc49347b0d2a8c45d0f45d6a5b3b867995,REPAIRED_20260207_201042.csv,1596,cdhit_1117,1595
train,AMP_00001597,AMP,116,459a685c9c8a1ae5aec1626cb27bf4d80a246ecf56e33f1faea90a03de8824fd,REPAIRED_20260207_201042.csv,1597,cdhit_4366,1596
train,AMP_00001598,AMP,167,736ac64f61331ab58edf523386741e095f7a5c8e072c7b5f03a58dd382bd183f,REPAIRED_20260207_201042.csv,1598,cdhit_1981,1597
train,AMP_00001599,AMP,91,411dbd060406a02b509bbaeece10768696a0c46bbda1229079d4f29045f849e3,REPAIRED_20260207_201042.csv,1599,cdhit_5378,1598
train,AMP_00001600,AMP,110,77739abdd23c4317c996ad129f6151a4459747d60b62d739a790f84623825225,REPAIRED_20260207_201042.csv,1600,cdhit_4579,1599
train,AMP_00001601,AMP,77,bed48dacd3ff6a23627362d4493eee1821f67341ab53a9e35d9c9030d8073688,REPAIRED_20260207_201042.csv,1601,cdhit_6008,1600
train,AMP_00001602,AMP,190,b4909ddd0c11a81cdca4ba2cd9ad23d2290288c67983de57e01ef4d3dd761937,REPAIRED_20260207_201042.csv,1602,cdhit_539,1601
train,AMP_00001603,AMP,124,3e3f4d3d99ac43c6cba06e66110f6fbfdeb43b6c424cfcbc96c6ade95392c560,REPAIRED_20260207_201042.csv,1603,cdhit_4049,1602
train,AMP_00001604,AMP,62,65f02a255babfcd74f9d4c0196d96f892628b8730dfb25be11e5388e5b35b8bb,REPAIRED_20260207_201042.csv,1604,cdhit_6593,1603
train,AMP_00001605,AMP,72,16bbf9c8a7f99a99a411f7791473944a71506944bb619d90158d09e6e3497395,REPAIRED_20260207_201042.csv,1605,cdhit_6190,1604
train,AMP_00001606,AMP,133,534d47a0a03d8c57ea1e1f452bc7ff7f186a5b0defe62a26abdd2ebf61cd712e,REPAIRED_20260207_201042.csv,1606,cdhit_3692,1605
train,AMP_00001607,AMP,70,b50378272ea0a78120f46b3c73bf23b55dbcfa42564533669545c793c938deab,REPAIRED_20260207_201042.csv,1607,cdhit_6258,1606
train,AMP_00001608,AMP,175,00a22e2b4210e05f710467f14a92780946317f16c0f4077a268563ecfff17ef7,REPAIRED_20260207_201042.csv,1608,cdhit_1471,1607
train,AMP_00001609,AMP,163,d5b579600238875d925a427f51145ff1a7c6a8414af78f3ec32d617e58b8be83,REPAIRED_20260207_201042.csv,1609,cdhit_2244,1608
train,AMP_00001610,AMP,96,f93035737a01e20d91e490d8e89d51a8bc56deb107b341b630bf5d44769d1e77,REPAIRED_20260207_201042.csv,1610,cdhit_5129,1609
train,AMP_00001611,AMP,187,e2f2ca3f5545fa9bb61de58866c514de4330f6839780faa3fe6209fce329f8f8,REPAIRED_20260207_201042.csv,1611,cdhit_731,1610
train,AMP_00001612,AMP,133,d3012142aaa3d4be2dc3c2a07b7e618c61e8ba8facd11e97a39c7d92bc91857c,REPAIRED_20260207_201042.csv,1612,cdhit_3693,1611
train,AMP_00001613,AMP,146,8f6fff8baa4880423a134d954e3a559a74c2141695a57ac6b34d813616735967,REPAIRED_20260207_201042.csv,1613,cdhit_3091,1612
train,AMP_00001614,AMP,44,bf31df59a1ca87cabd2e2ec4323ea70348dfdb355acb10e7dcbd6878352f58e0,REPAIRED_20260207_201042.csv,1614,cdhit_7199,1613
train,AMP_00001615,AMP,44,69b0df2b30c66a014bebc7b57f4697a7cf81a89130900c357783cda2265bbda8,REPAIRED_20260207_201042.csv,1615,cdhit_7200,1614
train,AMP_00001616,AMP,62,70b8ef7c2a46489053a0cccb549b2c472efefaa98f7701b347d894419c3a0407,REPAIRED_20260207_201042.csv,1616,cdhit_6594,1615
train,AMP_00001617,AMP,75,8b9b434ee059375eaec4c31480ca3b1f1427f8938e8d4219d34d5c384b52b121,REPAIRED_20260207_201042.csv,1617,cdhit_6087,1616
train,AMP_00001618,AMP,74,ae6dd6e5b35ce2e140ce808a1e21e6d9ca9a55ee5c0bb8ed1f6b645d5103dc70,REPAIRED_20260207_201042.csv,1618,cdhit_6117,1617
train,AMP_00001619,AMP,48,34ce3103779616248a26fbec92090e2b1d71356f49da486316454bb7685b61a9,REPAIRED_20260207_201042.csv,1619,cdhit_7049,1618
train,AMP_00001620,AMP,77,e886c55e906da2f7eb993e3460826e1530bfe50c47bd9fccc7ab53bbd5ae1790,REPAIRED_20260207_201042.csv,1620,cdhit_6009,1619
train,AMP_00001621,AMP,61,31a1ffb8796d4a482210c2d8997cc878ad2964fea703d8140db76605be398c39,REPAIRED_20260207_201042.csv,1621,cdhit_6624,1620
train,AMP_00001622,AMP,116,b3b60720636b9aaace4bbe86d8e2104674c267365e3515f8778d736d96b685aa,REPAIRED_20260207_201042.csv,1622,cdhit_4367,1621
train,AMP_00001623,AMP,165,e914012a76536a8c71ccfeb9f3b0d1acd87e6f6163288a0a254ab9a9d96e7776,REPAIRED_20260207_201042.csv,1623,cdhit_2122,1622
train,AMP_00001624,AMP,168,9f7da9d4e464c3bdb3051896d22dfcb651103b3cb034d4e554e98f36e34a8d94,REPAIRED_20260207_201042.csv,1624,cdhit_1905,1623
train,AMP_00001625,AMP,105,f03cf3280c9b57eebe8b2e56f17c27a20dad77bde52052c8ef92ef6f6ad82028,REPAIRED_20260207_201042.csv,1625,cdhit_4740,1624
train,AMP_00001626,AMP,55,81f9db5fc4c99459b99822002d4ccc3204765d9dd7153f0c653e23cc3f8625e4,REPAIRED_20260207_201042.csv,1626,cdhit_6856,1625
train,AMP_00001627,AMP,167,30ac56689f12658f8c54c991b226d8d5cb0ea7f35250c86ba3e3c5d2c6b9684e,REPAIRED_20260207_201042.csv,1627,cdhit_1982,1626
train,AMP_00001628,AMP,195,d83f794e8294be01b43cb71ed609ae8a5359cc4b30cf0356abb362bf1388daeb,REPAIRED_20260207_201042.csv,1628,cdhit_284,1627
train,AMP_00001629,AMP,31,cbbc4ce59db31f570c1cf9d136e621380a0b94610a99fcb8a0263699b5e199da,REPAIRED_20260207_201042.csv,1629,cdhit_7626,1628
train,AMP_00001630,AMP,104,05b485064dfc375dc5f1906dc43050a6030df8c160fb949392ea0e3567508aeb,REPAIRED_20260207_201042.csv,1630,cdhit_4785,1629
train,AMP_00001631,AMP,173,fc3df99b41ea5611c63ec9750824a40b20102aa91ed81a1ed2915767c43de3ee,REPAIRED_20260207_201042.csv,1631,cdhit_1583,1630
train,AMP_00001632,AMP,35,36b8f3d00242b8c32cbd20adcc81a2b4abc2316698e525170eee2ad84b195f7e,REPAIRED_20260207_201042.csv,1632,cdhit_7502,1631
train,AMP_00001633,AMP,107,b7fcf798062cc77c74e5ad680e4c60f6637e71895458963570162bc793b2cac8,REPAIRED_20260207_201042.csv,1633,cdhit_4679,1632
train,AMP_00001634,AMP,57,3a935db8611cd66ed93283002b717ca28c9ac7f07ce56544b3e42e921348fb40,REPAIRED_20260207_201042.csv,1634,cdhit_6770,1633
train,AMP_00001635,AMP,185,618ed737dfdb58fd6a1cff5778dd358d01d22414d645b34d53d3989d9da20207,REPAIRED_20260207_201042.csv,1635,cdhit_863,1634
train,AMP_00001636,AMP,160,f9297d8b957a7c87def5095ab78efd3b3c780e8fbed37258f7ad9dafc6916f31,REPAIRED_20260207_201042.csv,1636,cdhit_2417,1635
train,AMP_00001637,AMP,180,437e73f51f2f0e6bbf6501224cf8c9838cd7a0e01bf672087a6230098cd75e2e,REPAIRED_20260207_201042.csv,1637,cdhit_1171,1636
train,AMP_00001638,AMP,84,7113b406c7ab78eb70376466232d404b084756686434021abe0d6ad873fafd78,REPAIRED_20260207_201042.csv,1638,cdhit_5740,1637
train,AMP_00001639,AMP,153,b4917cda58a6c56cb78473f4cd3631eaa3e659f8f60080d00308d6285bfa3f76,REPAIRED_20260207_201042.csv,1639,cdhit_2765,1638
train,AMP_00001640,AMP,160,abdb0f88a25ea793a13bf9edaa6f723499c61176f2379486e28730af4d2023bf,REPAIRED_20260207_201042.csv,1640,cdhit_2418,1639
train,AMP_00001641,AMP,55,de9810f5f78456601034df76127ad1f02bed2731ea3be9d0dccf72848acda9bd,REPAIRED_20260207_201042.csv,1641,cdhit_6857,1640
train,AMP_00001642,AMP,63,4a8121735418f319990bd06c113e58ceb90386eb9bfc11fb352ad3abf208e32b,REPAIRED_20260207_201042.csv,1642,cdhit_6548,1641
train,AMP_00001643,AMP,139,3da43b32daba2c92013020fbc18bb3ad35693a64e011babc3724e848f2f55411,REPAIRED_20260207_201042.csv,1643,cdhit_3414,1642
train,AMP_00001644,AMP,179,a1c0d21fb4cfa9b971d3e69245b0396bdfd9ade8ac1a00d03ccb0966b5f4847a,REPAIRED_20260207_201042.csv,1644,cdhit_1228,1643
train,AMP_00001645,AMP,91,9ec4c74b1680688bd41fbafcc5d8e0028fed735b852484e0d6dadca833bda0e8,REPAIRED_20260207_201042.csv,1645,cdhit_5379,1644
train,AMP_00001646,AMP,40,caaef9fcaa5b154619218edd071cf220eb1aa590c3d66ff6ab48328c040676ae,REPAIRED_20260207_201042.csv,1646,cdhit_7371,1645
train,AMP_00001647,AMP,72,35f575bb58a682234e9f5f06dec0b2be819585d1aa1298e514f3d52e810e8299,REPAIRED_20260207_201042.csv,1647,cdhit_6191,1646
train,AMP_00001648,AMP,77,95b9ddde0ec0090a3cd6fe1037b19818c71c4683e8c59f9393fac8871084419d,REPAIRED_20260207_201042.csv,1648,cdhit_6010,1647
train,AMP_00001649,AMP,88,240dd83f0e48725d80e7dd265b4c5fea11794c57c48f1c331a96c14c165b52c4,REPAIRED_20260207_201042.csv,1649,cdhit_5551,1648
train,AMP_00001650,AMP,180,5e3ebec108c5cb6527ee27644e7fbded73f10d8b65635bd1382ea4b6bd036274,REPAIRED_20260207_201042.csv,1650,cdhit_1172,1649
train,AMP_00001651,AMP,44,0127a08c3525ed86708681497359d0dc16398101af2199ee638d7addb86df2c5,REPAIRED_20260207_201042.csv,1651,cdhit_7201,1650
train,AMP_00001652,AMP,191,67429fa215c63d3150dc27d8d1138cb2e93e1683dfe272afae4ac8e320965bb4,REPAIRED_20260207_201042.csv,1652,cdhit_487,1651
train,AMP_00001653,AMP,87,29677d708e27170562aa58de35ffb73827d45c22b242dd0ad175213a475496ff,REPAIRED_20260207_201042.csv,1653,cdhit_5598,1652
train,AMP_00001654,AMP,160,4abe1c3043933238f4b93ce188d96bb47d6ab7db4c392eeab07991894c60d397,REPAIRED_20260207_201042.csv,1654,cdhit_2419,1653
train,AMP_00001655,AMP,105,23a79ee635867bbaee58cadb8ccc7398e7c792a03c9d9a37eee70c097f3baa49,REPAIRED_20260207_201042.csv,1655,cdhit_4741,1654
train,AMP_00001656,AMP,40,0b6c21fb6a0e4a7703f0e87e676eebda42c7d0a44b7e2a29b7972480ea63f1ff,REPAIRED_20260207_201042.csv,1656,cdhit_7372,1655
train,AMP_00001657,AMP,92,0dbdd53a11562c0809a16cebc741227bf9268ca18050560a64f85675c26632aa,REPAIRED_20260207_201042.csv,1657,cdhit_5311,1656
train,AMP_00001658,AMP,156,041c94209d8a1b89399350b326f4c34bff9df6ddf33d625e11b765cb0a868dfc,REPAIRED_20260207_201042.csv,1658,cdhit_2623,1657
train,AMP_00001659,AMP,144,ca4514dedd6389c854238638b603959c0650cf02b98b66ca3d4a4a0982f898c2,REPAIRED_20260207_201042.csv,1659,cdhit_3188,1658
train,AMP_00001660,AMP,36,8f127c3f6a3e12555f96d5177f9cc10465d5ab3c20fbbd1210f41d026024e68d,REPAIRED_20260207_201042.csv,1660,cdhit_7480,1659
train,AMP_00001661,AMP,109,d1eeac79ef5dc300a5e8f3c07b0a482f6b77f7b8e3fb6bfce75a1a6d69da07e8,REPAIRED_20260207_201042.csv,1661,cdhit_4610,1660
train,AMP_00001662,AMP,34,052b1ff3551acda2287970a78dfa40e43c5e727f49ad2f9bc9ff2b86e97ded40,REPAIRED_20260207_201042.csv,1662,cdhit_7527,1661
train,AMP_00001663,AMP,183,d2b6082de6ef3e5b31a3f2dfdbc66760578407d9f26daf6164524e6358308bd9,REPAIRED_20260207_201042.csv,1663,cdhit_1000,1662
train,AMP_00001664,AMP,71,6c7d423514bd5c95f7a482fd54dd5a04a09972f51339dc5244b2ca1ecd1109b4,REPAIRED_20260207_201042.csv,1664,cdhit_6228,1663
train,AMP_00001665,AMP,43,7c706616f5a9ab75579853c00018af786fe3bae9c8fc9f18546216f309548a41,REPAIRED_20260207_201042.csv,1665,cdhit_7249,1664
train,AMP_00001666,AMP,95,3edd9f78d08ba8f73edee419b69b62908af9eb6ec458f56a34f20124d512a01b,REPAIRED_20260207_201042.csv,1666,cdhit_5179,1665
train,AMP_00001667,AMP,96,d147c4cb364e940fcfd4641779b6ae6b7fb550c293703228d9961db1bafde594,REPAIRED_20260207_201042.csv,1667,cdhit_5130,1666
train,AMP_00001668,AMP,106,8d90da7f8f98a8acb552f57cf94fa8f0a57b610afa105c55ad31b7f338a79798,REPAIRED_20260207_201042.csv,1668,cdhit_4710,1667
train,AMP_00001669,AMP,33,7bc14d5baa56c32bc6c319bcd600306037cb91e81c41884f83f18204595bd3ca,REPAIRED_20260207_201042.csv,1669,cdhit_7551,1668
train,AMP_00001670,AMP,200,4937b37b1d10cc4e49516a68fdd455103b501bc046319a8bb45ef9832834b324,REPAIRED_20260207_201042.csv,1670,cdhit_9,1669
train,AMP_00001671,AMP,58,e8fd622e31471f59e3ab3ce0df1b516d47ae4226b3669ee4aa47306a5128620e,REPAIRED_20260207_201042.csv,1671,cdhit_6728,1670
train,AMP_00001672,AMP,72,02e52e9501b75019543b70c57c317bcdf64985ef8c3bcd3bd333d6f0d7327d1b,REPAIRED_20260207_201042.csv,1672,cdhit_6192,1671
train,AMP_00001673,AMP,189,adc6e614298932f1e2477fe2dedab600e0bbe7a36d77b04b0e99e2479699470b,REPAIRED_20260207_201042.csv,1673,cdhit_617,1672
train,AMP_00001674,AMP,83,884dff9a890944a7d23b90bab72343a3decb502404a921b8c57a5142af5f32b9,REPAIRED_20260207_201042.csv,1674,cdhit_5780,1673
train,AMP_00001675,AMP,169,bdfdc63b39d889eaf4ccfb31b2459dd8f25c0744cf585974aa4a90810591b61b,REPAIRED_20260207_201042.csv,1675,cdhit_1841,1674
train,AMP_00001676,AMP,115,ee3b725cd681e0a32504793ab523d8cd75ca8b6d6cb8f7e90a06d164eff5b264,REPAIRED_20260207_201042.csv,1676,cdhit_4405,1675
train,AMP_00001677,AMP,197,0ddef8771223e210e5744f3d7f53d4e56b30cb9f2434242cca1cded6a40d026b,REPAIRED_20260207_201042.csv,1677,cdhit_171,1676
train,AMP_00001678,AMP,121,4cfb9fd52cd1b654f8d70b4a2537ab49bda60d6d6a36b75552f57e58477c3ff6,REPAIRED_20260207_201042.csv,1678,cdhit_4159,1677
train,AMP_00001679,AMP,131,b76560992e6cb69b4921798e8032c26b6177e8245d65a2146d50c5941e7c4364,REPAIRED_20260207_201042.csv,1679,cdhit_3769,1678
train,AMP_00001680,AMP,61,45e8edf932e1968e8c69153897f70ab40fa2507339d3cf11f760698153e372bc,REPAIRED_20260207_201042.csv,1680,cdhit_6625,1679
